"search_type","search_term","match_term","match_path","keyword_list_name"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/220211.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/125469.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/201615.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/relevant/122735.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/201625.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/201639.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/124472.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/relevant/136233.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/132171.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/relevant/178973.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/132746.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/125164.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/relevant/219061.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/relevant/219123.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/177808.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/relevant/151943.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/175139.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/relevant/235559.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/122030.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/234551.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/122029.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/234552.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/177822.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/128800.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/78548.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/176724.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/239316.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/239392.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/relevant/115439.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/128802.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/128825.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/219062.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/219122.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/124075.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/128854.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/239315.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/239242.txt","enron exp1"
"keyword","Attorney-Client","Attorney-Client","/vol_vol2/data/nonrelevant/128797.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/175761.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/relevant/175669.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/177829.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/relevant/175597.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/54619.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/177298.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/177215.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/124367.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/relevant/130149.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/176805.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/176840.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/175356.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/176772.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/8627.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/176841.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/253185.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/63057.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/253795.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/63097.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/125766.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/176564.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/125762.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/174641.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/124677.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/175607.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/175380.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/136449.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/176771.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/220211.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/175322.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/177214.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/relevant/174304.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/253810.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/176803.txt","enron exp1"
"keyword","Lawyer","Lawyer","/vol_vol2/data/nonrelevant/125832.txt","enron exp1"
